ID,x,y,z
132.0,-148.45364272999998,-24.65622962251932,0.07
133.0,-148.45364272999998,-24.65622962251932,0.06
134.0,-150.487254275,-21.13391110501656,0.07
135.0,-150.487254275,-21.13391110501656,0.06
136.0,-148.45364272999998,-17.611592587513798,0.07
137.0,-148.45364272999998,-17.611592587513798,0.06
138.0,-150.487254275,-14.089274070011038,0.07
139.0,-150.487254275,-14.089274070011038,0.06
140.0,-148.45364272999998,-10.56695555250828,0.07
141.0,-148.45364272999998,-10.56695555250828,0.06
142.0,-150.487254275,-7.044637035005519,0.07
143.0,-150.487254275,-7.044637035005519,0.06
144.0,-148.45364272999998,-3.5223185175027596,0.07
145.0,-148.45364272999998,-3.5223185175027596,0.06
146.0,-150.487254275,0.0,0.07
147.0,-150.487254275,0.0,0.06
148.0,-148.45364272999998,3.5223185175027596,0.07
149.0,-148.45364272999998,3.5223185175027596,0.06
150.0,-150.487254275,7.044637035005519,0.07
151.0,-150.487254275,7.044637035005519,0.06
152.0,-148.45364272999998,10.56695555250828,0.07
153.0,-148.45364272999998,10.56695555250828,0.06
154.0,-150.487254275,14.089274070011038,0.07
155.0,-150.487254275,14.089274070011038,0.06
156.0,-148.45364272999998,17.611592587513798,0.07
157.0,-148.45364272999998,17.611592587513798,0.06
158.0,-150.487254275,21.13391110501656,0.07
159.0,-150.487254275,21.13391110501656,0.06
160.0,-148.45364272999998,24.65622962251932,0.07
161.0,-148.45364272999998,24.65622962251932,0.06
162.0,-150.487254275,28.178548140022077,0.07
163.0,-150.487254275,28.178548140022077,0.06
164.0,-148.45364272999998,31.700866657524838,0.07
165.0,-148.45364272999998,31.700866657524838,0.06
166.0,-150.487254275,35.223185175027595,0.07
167.0,-150.487254275,35.223185175027595,0.06
168.0,-148.45364272999998,38.745503692530356,0.07
169.0,-148.45364272999998,38.745503692530356,0.06
170.0,-150.487254275,42.26782221003312,0.07
171.0,-150.487254275,42.26782221003312,0.06
172.0,-148.45364272999998,45.790140727535885,0.07
173.0,-148.45364272999998,45.790140727535885,0.06
174.0,-150.487254275,49.31245924503864,0.07
175.0,-150.487254275,49.31245924503864,0.06
176.0,-148.45364272999998,52.83477776254139,0.07
177.0,-148.45364272999998,52.83477776254139,0.06
178.0,-150.487254275,56.35709628004415,0.07
179.0,-150.487254275,56.35709628004415,0.06
180.0,-148.45364272999998,59.879414797546914,0.07
181.0,-148.45364272999998,59.879414797546914,0.06
182.0,-144.386419642,-66.92405183255244,0.07
183.0,-144.386419642,-66.92405183255244,0.06
184.0,-146.420031186,-63.401733315049675,0.07
185.0,-146.420031186,-63.401733315049675,0.06
186.0,-144.386419642,-59.879414797546914,0.07
187.0,-144.386419642,-59.879414797546914,0.06
188.0,-146.420031186,-56.35709628004415,0.07
189.0,-146.420031186,-56.35709628004415,0.06
190.0,-144.386419642,-52.83477776254139,0.07
191.0,-144.386419642,-52.83477776254139,0.06
192.0,-146.420031186,-49.31245924503864,0.07
193.0,-146.420031186,-49.31245924503864,0.06
194.0,-144.386419642,-45.790140727535885,0.07
195.0,-144.386419642,-45.790140727535885,0.06
196.0,-146.420031186,-42.26782221003312,0.07
197.0,-146.420031186,-42.26782221003312,0.06
198.0,-144.386419642,-38.745503692530356,0.07
199.0,-144.386419642,-38.745503692530356,0.06
200.0,-146.420031186,-35.223185175027595,0.07
201.0,-146.420031186,-35.223185175027595,0.06
202.0,-144.386419642,-31.700866657524838,0.07
203.0,-144.386419642,-31.700866657524838,0.06
204.0,-146.420031186,-28.178548140022077,0.07
205.0,-146.420031186,-28.178548140022077,0.06
206.0,-144.386419642,-24.65622962251932,0.07
207.0,-144.386419642,-24.65622962251932,0.06
208.0,-146.420031186,-21.13391110501656,0.07
209.0,-146.420031186,-21.13391110501656,0.06
210.0,-144.386419642,-17.611592587513798,0.07
211.0,-144.386419642,-17.611592587513798,0.06
212.0,-146.420031186,-14.089274070011038,0.07
213.0,-146.420031186,-14.089274070011038,0.06
214.0,-144.386419642,-10.56695555250828,0.07
215.0,-144.386419642,-10.56695555250828,0.06
216.0,-146.420031186,-7.044637035005519,0.07
217.0,-146.420031186,-7.044637035005519,0.06
218.0,-144.386419642,-3.5223185175027596,0.07
219.0,-144.386419642,-3.5223185175027596,0.06
220.0,-146.420031186,0.0,0.07
221.0,-146.420031186,0.0,0.06
222.0,-144.386419642,3.5223185175027596,0.07
223.0,-144.386419642,3.5223185175027596,0.06
224.0,-146.420031186,7.044637035005519,0.07
225.0,-146.420031186,7.044637035005519,0.06
226.0,-144.386419642,10.56695555250828,0.07
227.0,-144.386419642,10.56695555250828,0.06
228.0,-146.420031186,14.089274070011038,0.07
229.0,-146.420031186,14.089274070011038,0.06
230.0,-144.386419642,17.611592587513798,0.07
231.0,-144.386419642,17.611592587513798,0.06
232.0,-146.420031186,21.13391110501656,0.07
233.0,-146.420031186,21.13391110501656,0.06
234.0,-144.386419642,24.65622962251932,0.07
235.0,-144.386419642,24.65622962251932,0.06
236.0,-146.420031186,28.178548140022077,0.07
237.0,-146.420031186,28.178548140022077,0.06
238.0,-144.386419642,31.700866657524838,0.07
239.0,-144.386419642,31.700866657524838,0.06
240.0,-146.420031186,35.223185175027595,0.07
241.0,-146.420031186,35.223185175027595,0.06
242.0,-144.386419642,38.745503692530356,0.07
243.0,-144.386419642,38.745503692530356,0.06
244.0,-146.420031186,42.26782221003312,0.07
245.0,-146.420031186,42.26782221003312,0.06
246.0,-144.386419642,45.790140727535885,0.07
247.0,-144.386419642,45.790140727535885,0.06
248.0,-146.420031186,49.31245924503864,0.07
249.0,-146.420031186,49.31245924503864,0.06
250.0,-144.386419642,52.83477776254139,0.07
251.0,-144.386419642,52.83477776254139,0.06
252.0,-146.420031186,56.35709628004415,0.07
253.0,-146.420031186,56.35709628004415,0.06
254.0,-144.386419642,59.879414797546914,0.07
255.0,-144.386419642,59.879414797546914,0.06
256.0,-146.420031186,63.401733315049675,0.07
257.0,-146.420031186,63.401733315049675,0.06
258.0,-144.386419642,66.92405183255244,0.07
259.0,-144.386419642,66.92405183255244,0.06
260.0,-140.319196553,-73.96868886755796,0.07
261.0,-140.319196553,-73.96868886755796,0.06
262.0,-142.352808098,-70.44637035005519,0.07
263.0,-142.352808098,-70.44637035005519,0.06
264.0,-140.319196553,-66.92405183255244,0.07
265.0,-140.319196553,-66.92405183255244,0.06
266.0,-142.352808098,-63.401733315049675,0.07
267.0,-142.352808098,-63.401733315049675,0.06
268.0,-140.319196553,-59.879414797546914,0.07
269.0,-140.319196553,-59.879414797546914,0.06
270.0,-142.352808098,-56.35709628004415,0.07
271.0,-142.352808098,-56.35709628004415,0.06
272.0,-140.319196553,-52.83477776254139,0.07
273.0,-140.319196553,-52.83477776254139,0.06
274.0,-142.352808098,-49.31245924503864,0.07
275.0,-142.352808098,-49.31245924503864,0.06
276.0,-140.319196553,-45.790140727535885,0.07
277.0,-140.319196553,-45.790140727535885,0.06
278.0,-142.352808098,-42.26782221003312,0.07
279.0,-142.352808098,-42.26782221003312,0.06
280.0,-140.319196553,-38.745503692530356,0.07
281.0,-140.319196553,-38.745503692530356,0.06
282.0,-142.352808098,-35.223185175027595,0.07
283.0,-142.352808098,-35.223185175027595,0.06
284.0,-140.319196553,-31.700866657524838,0.07
285.0,-140.319196553,-31.700866657524838,0.06
286.0,-142.352808098,-28.178548140022077,0.07
287.0,-142.352808098,-28.178548140022077,0.06
288.0,-140.319196553,-24.65622962251932,0.07
289.0,-140.319196553,-24.65622962251932,0.06
290.0,-142.352808098,-21.13391110501656,0.07
291.0,-142.352808098,-21.13391110501656,0.06
292.0,-140.319196553,-17.611592587513798,0.07
293.0,-140.319196553,-17.611592587513798,0.06
294.0,-142.352808098,-14.089274070011038,0.07
295.0,-142.352808098,-14.089274070011038,0.06
296.0,-140.319196553,-10.56695555250828,0.07
297.0,-140.319196553,-10.56695555250828,0.06
298.0,-142.352808098,-7.044637035005519,0.07
299.0,-142.352808098,-7.044637035005519,0.06
300.0,-140.319196553,-3.5223185175027596,0.07
301.0,-140.319196553,-3.5223185175027596,0.06
302.0,-142.352808098,0.0,0.07
303.0,-142.352808098,0.0,0.06
304.0,-140.319196553,3.5223185175027596,0.07
305.0,-140.319196553,3.5223185175027596,0.06
306.0,-142.352808098,7.044637035005519,0.07
307.0,-142.352808098,7.044637035005519,0.06
308.0,-140.319196553,10.56695555250828,0.07
309.0,-140.319196553,10.56695555250828,0.06
310.0,-142.352808098,14.089274070011038,0.07
311.0,-142.352808098,14.089274070011038,0.06
312.0,-140.319196553,17.611592587513798,0.07
313.0,-140.319196553,17.611592587513798,0.06
314.0,-142.352808098,21.13391110501656,0.07
315.0,-142.352808098,21.13391110501656,0.06
316.0,-140.319196553,24.65622962251932,0.07
317.0,-140.319196553,24.65622962251932,0.06
318.0,-142.352808098,28.178548140022077,0.07
319.0,-142.352808098,28.178548140022077,0.06
320.0,-140.319196553,31.700866657524838,0.07
321.0,-140.319196553,31.700866657524838,0.06
322.0,-142.352808098,35.223185175027595,0.07
323.0,-142.352808098,35.223185175027595,0.06
324.0,-140.319196553,38.745503692530356,0.07
325.0,-140.319196553,38.745503692530356,0.06
326.0,-142.352808098,42.26782221003312,0.07
327.0,-142.352808098,42.26782221003312,0.06
328.0,-140.319196553,45.790140727535885,0.07
329.0,-140.319196553,45.790140727535885,0.06
330.0,-142.352808098,49.31245924503864,0.07
331.0,-142.352808098,49.31245924503864,0.06
332.0,-140.319196553,52.83477776254139,0.07
333.0,-140.319196553,52.83477776254139,0.06
334.0,-142.352808098,56.35709628004415,0.07
335.0,-142.352808098,56.35709628004415,0.06
336.0,-140.319196553,59.879414797546914,0.07
337.0,-140.319196553,59.879414797546914,0.06
338.0,-142.352808098,63.401733315049675,0.07
339.0,-142.352808098,63.401733315049675,0.06
340.0,-140.319196553,66.92405183255244,0.07
341.0,-140.319196553,66.92405183255244,0.06
342.0,-142.352808098,70.44637035005519,0.07
343.0,-142.352808098,70.44637035005519,0.06
344.0,-140.319196553,73.96868886755796,0.07
345.0,-140.319196553,73.96868886755796,0.06
346.0,-136.251973465,-81.01332590256347,0.07
347.0,-136.251973465,-81.01332590256347,0.06
348.0,-138.28558500900002,-77.49100738506071,0.07
349.0,-138.28558500900002,-77.49100738506071,0.06
350.0,-136.251973465,-73.96868886755796,0.07
351.0,-136.251973465,-73.96868886755796,0.06
352.0,-138.28558500900002,-70.44637035005519,0.07
353.0,-138.28558500900002,-70.44637035005519,0.06
354.0,-136.251973465,-66.92405183255244,0.07
355.0,-136.251973465,-66.92405183255244,0.06
356.0,-138.28558500900002,-63.401733315049675,0.07
357.0,-138.28558500900002,-63.401733315049675,0.06
358.0,-136.251973465,-59.879414797546914,0.07
359.0,-136.251973465,-59.879414797546914,0.06
360.0,-138.28558500900002,-56.35709628004415,0.07
361.0,-138.28558500900002,-56.35709628004415,0.06
362.0,-136.251973465,-52.83477776254139,0.07
363.0,-136.251973465,-52.83477776254139,0.06
364.0,-138.28558500900002,-49.31245924503864,0.07
365.0,-138.28558500900002,-49.31245924503864,0.06
366.0,-136.251973465,-45.790140727535885,0.07
367.0,-136.251973465,-45.790140727535885,0.06
368.0,-138.28558500900002,-42.26782221003312,0.07
369.0,-138.28558500900002,-42.26782221003312,0.06
370.0,-136.251973465,-38.745503692530356,0.07
371.0,-136.251973465,-38.745503692530356,0.06
372.0,-138.28558500900002,-35.223185175027595,0.07
373.0,-138.28558500900002,-35.223185175027595,0.06
374.0,-136.251973465,-31.700866657524838,0.07
375.0,-136.251973465,-31.700866657524838,0.06
376.0,-138.28558500900002,-28.178548140022077,0.07
377.0,-138.28558500900002,-28.178548140022077,0.06
378.0,-136.251973465,-24.65622962251932,0.07
379.0,-136.251973465,-24.65622962251932,0.06
380.0,-138.28558500900002,-21.13391110501656,0.07
381.0,-138.28558500900002,-21.13391110501656,0.06
382.0,-136.251973465,-17.611592587513798,0.07
383.0,-136.251973465,-17.611592587513798,0.06
384.0,-138.28558500900002,-14.089274070011038,0.07
385.0,-138.28558500900002,-14.089274070011038,0.06
386.0,-136.251973465,-10.56695555250828,0.07
387.0,-136.251973465,-10.56695555250828,0.06
388.0,-138.28558500900002,-7.044637035005519,0.07
389.0,-138.28558500900002,-7.044637035005519,0.06
390.0,-136.251973465,-3.5223185175027596,0.07
391.0,-136.251973465,-3.5223185175027596,0.06
392.0,-138.28558500900002,0.0,0.07
393.0,-138.28558500900002,0.0,0.06
394.0,-136.251973465,3.5223185175027596,0.07
395.0,-136.251973465,3.5223185175027596,0.06
396.0,-138.28558500900002,7.044637035005519,0.07
397.0,-138.28558500900002,7.044637035005519,0.06
398.0,-136.251973465,10.56695555250828,0.07
399.0,-136.251973465,10.56695555250828,0.06
400.0,-138.28558500900002,14.089274070011038,0.07
401.0,-138.28558500900002,14.089274070011038,0.06
402.0,-136.251973465,17.611592587513798,0.07
403.0,-136.251973465,17.611592587513798,0.06
404.0,-138.28558500900002,21.13391110501656,0.07
405.0,-138.28558500900002,21.13391110501656,0.06
406.0,-136.251973465,24.65622962251932,0.07
407.0,-136.251973465,24.65622962251932,0.06
408.0,-138.28558500900002,28.178548140022077,0.07
409.0,-138.28558500900002,28.178548140022077,0.06
410.0,-136.251973465,31.700866657524838,0.07
411.0,-136.251973465,31.700866657524838,0.06
412.0,-138.28558500900002,35.223185175027595,0.07
413.0,-138.28558500900002,35.223185175027595,0.06
414.0,-136.251973465,38.745503692530356,0.07
415.0,-136.251973465,38.745503692530356,0.06
416.0,-138.28558500900002,42.26782221003312,0.07
417.0,-138.28558500900002,42.26782221003312,0.06
418.0,-136.251973465,45.790140727535885,0.07
419.0,-136.251973465,45.790140727535885,0.06
420.0,-138.28558500900002,49.31245924503864,0.07
421.0,-138.28558500900002,49.31245924503864,0.06
422.0,-136.251973465,52.83477776254139,0.07
423.0,-136.251973465,52.83477776254139,0.06
424.0,-138.28558500900002,56.35709628004415,0.07
425.0,-138.28558500900002,56.35709628004415,0.06
426.0,-136.251973465,59.879414797546914,0.07
427.0,-136.251973465,59.879414797546914,0.06
428.0,-138.28558500900002,63.401733315049675,0.07
429.0,-138.28558500900002,63.401733315049675,0.06
430.0,-136.251973465,66.92405183255244,0.07
431.0,-136.251973465,66.92405183255244,0.06
432.0,-138.28558500900002,70.44637035005519,0.07
433.0,-138.28558500900002,70.44637035005519,0.06
434.0,-136.251973465,73.96868886755796,0.07
435.0,-136.251973465,73.96868886755796,0.06
436.0,-138.28558500900002,77.49100738506071,0.07
437.0,-138.28558500900002,77.49100738506071,0.06
438.0,-136.251973465,81.01332590256347,0.07
439.0,-136.251973465,81.01332590256347,0.06
440.0,-132.18475037599998,-88.05796293756899,0.07
441.0,-132.18475037599998,-88.05796293756899,0.06
442.0,-134.218361921,-84.53564442006623,0.07
443.0,-134.218361921,-84.53564442006623,0.06
444.0,-132.18475037599998,-81.01332590256347,0.07
445.0,-132.18475037599998,-81.01332590256347,0.06
446.0,-134.218361921,-77.49100738506071,0.07
447.0,-134.218361921,-77.49100738506071,0.06
448.0,-132.18475037599998,-73.96868886755796,0.07
449.0,-132.18475037599998,-73.96868886755796,0.06
450.0,-134.218361921,-70.44637035005519,0.07
451.0,-134.218361921,-70.44637035005519,0.06
452.0,-132.18475037599998,-66.92405183255244,0.07
453.0,-132.18475037599998,-66.92405183255244,0.06
454.0,-134.218361921,-63.401733315049675,0.07
455.0,-134.218361921,-63.401733315049675,0.06
456.0,-132.18475037599998,-59.879414797546914,0.07
457.0,-132.18475037599998,-59.879414797546914,0.06
458.0,-134.218361921,-56.35709628004415,0.07
459.0,-134.218361921,-56.35709628004415,0.06
460.0,-132.18475037599998,-52.83477776254139,0.07
461.0,-132.18475037599998,-52.83477776254139,0.06
462.0,-134.218361921,-49.31245924503864,0.07
463.0,-134.218361921,-49.31245924503864,0.06
464.0,-132.18475037599998,-45.790140727535885,0.07
465.0,-132.18475037599998,-45.790140727535885,0.06
466.0,-134.218361921,-42.26782221003312,0.07
467.0,-134.218361921,-42.26782221003312,0.06
468.0,-132.18475037599998,-38.745503692530356,0.07
469.0,-132.18475037599998,-38.745503692530356,0.06
470.0,-134.218361921,-35.223185175027595,0.07
471.0,-134.218361921,-35.223185175027595,0.06
472.0,-132.18475037599998,-31.700866657524838,0.07
473.0,-132.18475037599998,-31.700866657524838,0.06
474.0,-134.218361921,-28.178548140022077,0.07
475.0,-134.218361921,-28.178548140022077,0.06
476.0,-132.18475037599998,-24.65622962251932,0.07
477.0,-132.18475037599998,-24.65622962251932,0.06
478.0,-134.218361921,-21.13391110501656,0.07
479.0,-134.218361921,-21.13391110501656,0.06
480.0,-132.18475037599998,-17.611592587513798,0.07
481.0,-132.18475037599998,-17.611592587513798,0.06
482.0,-134.218361921,-14.089274070011038,0.07
483.0,-134.218361921,-14.089274070011038,0.06
484.0,-132.18475037599998,-10.56695555250828,0.07
485.0,-132.18475037599998,-10.56695555250828,0.06
486.0,-134.218361921,-7.044637035005519,0.07
487.0,-134.218361921,-7.044637035005519,0.06
488.0,-132.18475037599998,-3.5223185175027596,0.07
489.0,-132.18475037599998,-3.5223185175027596,0.06
490.0,-134.218361921,0.0,0.07
491.0,-134.218361921,0.0,0.06
492.0,-132.18475037599998,3.5223185175027596,0.07
493.0,-132.18475037599998,3.5223185175027596,0.06
494.0,-134.218361921,7.044637035005519,0.07
495.0,-134.218361921,7.044637035005519,0.06
496.0,-132.18475037599998,10.56695555250828,0.07
497.0,-132.18475037599998,10.56695555250828,0.06
498.0,-134.218361921,14.089274070011038,0.07
499.0,-134.218361921,14.089274070011038,0.06
500.0,-132.18475037599998,17.611592587513798,0.07
501.0,-132.18475037599998,17.611592587513798,0.06
502.0,-134.218361921,21.13391110501656,0.07
503.0,-134.218361921,21.13391110501656,0.06
504.0,-132.18475037599998,24.65622962251932,0.07
505.0,-132.18475037599998,24.65622962251932,0.06
506.0,-134.218361921,28.178548140022077,0.07
507.0,-134.218361921,28.178548140022077,0.06
508.0,-132.18475037599998,31.700866657524838,0.07
509.0,-132.18475037599998,31.700866657524838,0.06
510.0,-134.218361921,35.223185175027595,0.07
511.0,-134.218361921,35.223185175027595,0.06
512.0,-132.18475037599998,38.745503692530356,0.07
513.0,-132.18475037599998,38.745503692530356,0.06
514.0,-134.218361921,42.26782221003312,0.07
515.0,-134.218361921,42.26782221003312,0.06
516.0,-132.18475037599998,45.790140727535885,0.07
517.0,-132.18475037599998,45.790140727535885,0.06
518.0,-134.218361921,49.31245924503864,0.07
519.0,-134.218361921,49.31245924503864,0.06
520.0,-132.18475037599998,52.83477776254139,0.07
521.0,-132.18475037599998,52.83477776254139,0.06
522.0,-134.218361921,56.35709628004415,0.07
523.0,-134.218361921,56.35709628004415,0.06
524.0,-132.18475037599998,59.879414797546914,0.07
525.0,-132.18475037599998,59.879414797546914,0.06
526.0,-134.218361921,63.401733315049675,0.07
527.0,-134.218361921,63.401733315049675,0.06
528.0,-132.18475037599998,66.92405183255244,0.07
529.0,-132.18475037599998,66.92405183255244,0.06
530.0,-134.218361921,70.44637035005519,0.07
531.0,-134.218361921,70.44637035005519,0.06
532.0,-132.18475037599998,73.96868886755796,0.07
533.0,-132.18475037599998,73.96868886755796,0.06
534.0,-134.218361921,77.49100738506071,0.07
535.0,-134.218361921,77.49100738506071,0.06
536.0,-132.18475037599998,81.01332590256347,0.07
537.0,-132.18475037599998,81.01332590256347,0.06
538.0,-134.218361921,84.53564442006623,0.07
539.0,-134.218361921,84.53564442006623,0.06
540.0,-132.18475037599998,88.05796293756899,0.07
541.0,-132.18475037599998,88.05796293756899,0.06
542.0,-128.117527288,-95.10259997257452,0.07
543.0,-128.117527288,-95.10259997257452,0.06
544.0,-130.151138832,-91.58028145507177,0.07
545.0,-130.151138832,-91.58028145507177,0.06
546.0,-128.117527288,-88.05796293756899,0.07
547.0,-128.117527288,-88.05796293756899,0.06
548.0,-130.151138832,-84.53564442006623,0.07
549.0,-130.151138832,-84.53564442006623,0.06
550.0,-128.117527288,-81.01332590256347,0.07
551.0,-128.117527288,-81.01332590256347,0.06
552.0,-130.151138832,-77.49100738506071,0.07
553.0,-130.151138832,-77.49100738506071,0.06
554.0,-128.117527288,-73.96868886755796,0.07
555.0,-128.117527288,-73.96868886755796,0.06
556.0,-130.151138832,-70.44637035005519,0.07
557.0,-130.151138832,-70.44637035005519,0.06
558.0,-128.117527288,-66.92405183255244,0.07
559.0,-128.117527288,-66.92405183255244,0.06
560.0,-130.151138832,-63.401733315049675,0.07
561.0,-130.151138832,-63.401733315049675,0.06
562.0,-128.117527288,-59.879414797546914,0.07
563.0,-128.117527288,-59.879414797546914,0.06
564.0,-130.151138832,-56.35709628004415,0.07
565.0,-130.151138832,-56.35709628004415,0.06
566.0,-128.117527288,-52.83477776254139,0.07
567.0,-128.117527288,-52.83477776254139,0.06
568.0,-130.151138832,-49.31245924503864,0.07
569.0,-130.151138832,-49.31245924503864,0.06
570.0,-128.117527288,-45.790140727535885,0.07
571.0,-128.117527288,-45.790140727535885,0.06
572.0,-130.151138832,-42.26782221003312,0.07
573.0,-130.151138832,-42.26782221003312,0.06
574.0,-128.117527288,-38.745503692530356,0.07
575.0,-128.117527288,-38.745503692530356,0.06
576.0,-130.151138832,-35.223185175027595,0.07
577.0,-130.151138832,-35.223185175027595,0.06
578.0,-128.117527288,-31.700866657524838,0.07
579.0,-128.117527288,-31.700866657524838,0.06
580.0,-130.151138832,-28.178548140022077,0.07
